or.id,bottle.number,start,end
3,1,2024-06-03 03:00:00,2024-06-13 07:00:00
3,2,2024-06-13 07:00:00,2024-06-24 17:00:00
3,3,2024-06-24 17:00:00,2024-07-04 18:00:00
3,4,2024-07-04 18:00:00,2024-07-12 14:45:00
3,5,2024-07-12 14:45:00,2024-07-24 08:00:00
3,6,2024-07-24 08:00:00,2024-08-06 07:00:00
3,7,2024-08-06 07:00:00,2024-08-20 07:00:00
3,8,2024-08-20 07:00:00,2024-08-27 21:00:00
3,9,2024-08-27 21:00:00,2024-09-07 19:00:00
3,10,2024-09-07 19:00:00,2024-12-31 00:00:00
